source_id,section,unit,subsection,source_order,word_raw,word,flags
2786,基础词,12,词汇预览,17,damage,damage,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2787,基础词,12,词汇预览,18,fabulous,fabulous,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2788,基础词,12,词汇预览,19,☐ gauge,gauge,marked_in_preview;double_column_ocr_review_needed
2789,基础词,12,词汇预览,20,☐ handle,handle,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2790,基础词,12,词汇预览,21,☐ illiterate,illiterate,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2791,基础词,12,词汇预览,22,☐backward,backward,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2792,基础词,12,词汇预览,23,☐ above,above,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2793,基础词,12,词汇预览,24,☐ damn,damn,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2794,基础词,12,词汇预览,25,☐ facilitate,facilitate,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2795,基础词,12,词汇预览,26,☐ gay,gay,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2796,基础词,12,词汇预览,27,☐handy,handy,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2797,基础词,12,词汇预览,28,☐ illuminate,illuminate,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2798,基础词,12,词汇预览,29,☐ facility,facility,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2799,基础词,12,词汇预览,30,gaze,gaze,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2800,基础词,12,词汇预览,31,☐ hang,hang,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2801,基础词,12,词汇预览,32,jam,jam,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2802,基础词,12,词汇预览,33,☐bacteria,bacteria,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2803,基础词,12,词汇预览,34,☐ abrupt,abrupt,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2804,基础词,12,词汇预览,35,☐damp,damp,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2805,基础词,12,词汇预览,36,☐bad,bad,marked_in_preview;double_column_ocr_review_needed
2806,基础词,12,词汇预览,37,☐ absurd,absurd,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2807,基础词,12,词汇预览,38,eager,eager,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2808,基础词,12,词汇预览,39,faculty,faculty,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2809,基础词,12,词汇预览,40,gear,gear,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2810,基础词,12,词汇预览,41,☐ham,ham,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2811,基础词,12,词汇预览,42,jargon,jargon,double_column_ocr_review_needed
2812,基础词,12,词汇预览,43,☐badly,badly,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2813,基础词,12,词汇预览,44,☐ abundant,abundant,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2814,基础词,12,词汇预览,45,☐ ear,ear,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2815,基础词,12,词汇预览,46,gang,gang,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2816,基础词,12,词汇预览,47,☐ gender,gender,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2817,基础词,12,词汇预览,48,☐ hammer,hammer,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2818,基础词,12,词汇预览,49,☐jaw,jaw,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2819,基础词,12,词汇预览,50,☐ badge,badge,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2820,基础词,12,词汇预览,51,abuse,abuse,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2821,基础词,12,词汇预览,52,earnest,earnest,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2822,基础词,12,词汇预览,53,☐ gaol/jail,gaol/jail,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2823,基础词,12,词汇预览,54,hail,hail,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2824,基础词,12,词汇预览,55,ice,ice,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2825,基础词,12,词汇预览,56,☐ jealous,jealous,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2826,基础词,12,词汇预览,57,☐ badminton,badminton,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2827,基础词,12,词汇预览,58,cab,cab,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2828,基础词,12,词汇预览,59,☐ earth,earth,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2829,基础词,12,词汇预览,60,☐ garage,garage,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2830,基础词,12,词汇预览,61,☐ hall,hall,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2831,基础词,12,词汇预览,62,☐ idiom,idiom,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2832,基础词,12,词汇预览,63,☐ jet,jet,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2833,基础词,12,词汇预览,64,☐ baggage,baggage,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2834,基础词,12,词汇预览,65,☐cabinet,cabinet,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2835,基础词,12,词汇预览,66,ease,ease,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2836,基础词,12,词汇预览,67,☐ garbage,garbage,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2837,基础词,12,词汇预览,68,☐ halt,halt,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2838,基础词,12,词汇预览,69,☐ idle,idle,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2839,基础词,12,词汇预览,70,jewel,jewel,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2840,基础词,12,词汇预览,71,☐bail,bail,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2841,基础词,12,词汇预览,72,☐ cable,cable,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2842,基础词,12,词汇预览,73,☐east,east,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2843,基础词,12,词汇预览,74,gas,gas,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2844,基础词,12,词汇预览,75,☐ hand,hand,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2845,基础词,12,词汇预览,76,☐ if,if,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2846,基础词,12,词汇预览,77,□ jewel(le) ry,jewel(le)ry,marked_in_preview;entry_not_found;double_column_ocr_review_needed
2847,基础词,13,词汇预览,1,naked,naked,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2848,基础词,13,词汇预览,2,machine,machine,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2849,基础词,13,词汇预览,3,☐ obedient,obedient,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2850,基础词,13,词汇预览,4,☐ palm,palm,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2851,基础词,13,词汇预览,5,☐ pardon,pardon,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2852,基础词,13,词汇预览,6,machinery,machinery,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2853,基础词,13,词汇预览,7,obey,obey,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2854,基础词,13,词汇预览,8,☐ umbrella,umbrella,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2855,基础词,13,词汇预览,9,☐ yawn,yawn,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2856,基础词,13,词汇预览,10,☐ nail,nail,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2857,基础词,13,词汇预览,11,☐ pamphlet,pamphlet,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2858,基础词,13,词汇预览,12,parliament,parliament,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2859,基础词,13,词汇预览,13,unanimous,unanimous,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2860,基础词,13,词汇预览,14,yearly,yearly,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2861,基础词,13,词汇预览,15,☐ naive,naive,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2862,基础词,13,词汇预览,16,☐ mad,mad,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2863,基础词,13,词汇预览,17,obesity,obesity,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2864,基础词,13,词汇预览,18,panic,panic,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2865,基础词,13,词汇预览,19,sack,sack,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2866,基础词,13,词汇预览,20,uncover,uncover,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2867,基础词,13,词汇预览,21,yell,yell,double_column_ocr_review_needed
2868,基础词,13,词汇预览,22,☐ namely,namely,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2869,基础词,13,词汇预览,23,☐ madam,madam,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2870,基础词,13,词汇预览,24,pack,pack,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2871,基础词,13,词汇预览,25,pant,pant,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2872,基础词,13,词汇预览,26,sacred,sacred,double_column_ocr_review_needed
2873,基础词,13,词汇预览,27,vacant,vacant,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2874,基础词,13,词汇预览,28,☐ yet,yet,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2875,基础词,13,词汇预览,29,nap,nap,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2876,基础词,13,词汇预览,30,☐ magic,magic,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2877,基础词,13,词汇预览,31,package,package,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2878,基础词,13,词汇预览,32,paper,paper,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2879,基础词,13,词汇预览,33,sacrifice,sacrifice,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2880,基础词,13,词汇预览,34,vacation,vacation,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2881,基础词,13,词汇预览,35,zeal,zeal,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2882,基础词,13,词汇预览,36,☐ naughty,naughty,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2883,基础词,13,词汇预览,37,☐ magistrate,magistrate,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2884,基础词,13,词汇预览,38,☐ pact,pact,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2885,基础词,13,词汇预览,39,☐ paperback,paperback,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2886,基础词,13,词汇预览,40,saddle,saddle,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2887,基础词,13,词汇预览,41,vaccine,vaccine,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2888,基础词,13,词汇预览,42,zero,zero,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2889,基础词,13,词汇预览,43,keen,keen,double_column_ocr_review_needed
2890,基础词,13,词汇预览,44,magnet,magnet,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2891,基础词,13,词汇预览,45,pad,pad,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2892,基础词,13,词汇预览,46,☐ parachute,parachute,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2893,基础词,13,词汇预览,47,sample,sample,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2894,基础词,13,词汇预览,48,vacuum,vacuum,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2895,基础词,13,词汇预览,49,☐ zip,zip,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2896,基础词,13,词汇预览,50,keyboard,keyboard,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2897,基础词,13,词汇预览,51,magnetic,magnetic,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2898,基础词,13,词汇预览,52,☐ paddle,paddle,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2899,基础词,13,词汇预览,53,☐ parade,parade,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2900,基础词,13,词汇预览,54,labo(u)r,labo(u)r,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2901,基础词,13,词汇预览,55,sanction,sanction,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2902,基础词,13,词汇预览,56,valve,valve,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2903,基础词,13,词汇预览,57,agency,agency,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2904,基础词,13,词汇预览,58,maiden,maiden,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2905,基础词,13,词汇预览,59,pain,pain,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2906,基础词,13,词汇预览,60,☐ paradigm,paradigm,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2907,基础词,13,词汇预览,61,sandwich,sandwich,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2908,基础词,13,词汇预览,62,wag(g) on,wag(g)on,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2909,基础词,13,词汇预览,63,agony,agony,double_column_ocr_review_needed
2910,基础词,13,词汇预览,64,agenda,agenda,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2911,基础词,13,词汇预览,65,☐ lace,lace,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2912,基础词,13,词汇预览,66,main,main,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2913,基础词,13,词汇预览,67,☐ painful,painful,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2914,基础词,13,词汇预览,68,paradise,paradise,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2915,基础词,13,词汇预览,69,sane,sane,double_column_ocr_review_needed
2916,基础词,13,词汇预览,70,waist,waist,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2917,基础词,13,词汇预览,71,lack,lack,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2918,基础词,13,词汇预览,72,mainland,mainland,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2919,基础词,13,词汇预览,73,paint,paint,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2920,基础词,13,词汇预览,74,☐ paradox,paradox,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2921,基础词,13,词汇预览,75,sarcastic,sarcastic,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2922,基础词,13,词汇预览,76,wake,wake,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2923,基础词,13,词汇预览,77,☐ lad,lad,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2924,基础词,13,词汇预览,78,oar,oar,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2925,基础词,13,词汇预览,79,☐ painter,painter,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2926,基础词,13,词汇预览,80,parameter,parameter,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2927,基础词,13,词汇预览,81,satellite,satellite,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2928,基础词,13,词汇预览,82,waken,waken,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2929,基础词,13,词汇预览,83,lamb,lamb,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2930,基础词,13,词汇预览,84,oath,oath,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2931,基础词,13,词汇预览,85,pair,pair,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2932,基础词,13,词汇预览,86,parasite,parasite,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2933,基础词,13,词汇预览,87,☐lame,lame,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2934,基础词,13,词汇预览,88,ugly,ugly,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2935,基础词,13,词汇预览,89,X-ray,X-ray,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2936,基础词,13,词汇预览,90,☐obedience,obedience,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2937,基础词,13,词汇预览,91,☐ pale,pale,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2938,基础词,13,词汇预览,92,☐ parcel,parcel,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2939,基础词,13,词汇预览,93,ultraviolet,ultraviolet,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2940,基础词,13,词汇预览,94,yard,yard,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2941,基础词,14,词汇预览,1,bath,bath,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2942,基础词,14,词汇预览,2,sausage,sausage,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2943,基础词,14,词汇预览,3,scholarship,scholarship,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2944,基础词,14,词汇预览,4,☐ tank,tank,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2945,基础词,14,词汇预览,5,☐ vegetarian,vegetarian,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2946,基础词,14,词汇预览,6,☐ edit,edit,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2947,基础词,14,词汇预览,7,rebel,rebel,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2948,基础词,14,词汇预览,8,bathe,bathe,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2949,基础词,14,词汇预览,9,saw,saw,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2950,基础词,14,词汇预览,10,school,school,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2951,基础词,14,词汇预览,11,☐ tanker,tanker,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2952,基础词,14,词汇预览,12,☐ vegetation,vegetation,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2953,基础词,14,词汇预览,13,☐ edition,edition,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2954,基础词,14,词汇预览,14,rebellion,rebellion,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2955,基础词,14,词汇预览,15,☐batch,batch,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2956,基础词,14,词汇预览,16,scan,scan,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2957,基础词,14,词汇预览,17,tablet,tablet,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2958,基础词,14,词汇预览,18,☐ tap,tap,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2959,基础词,14,词汇预览,19,vehicle,vehicle,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2960,基础词,14,词汇预览,20,☐ editor,editor,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2961,基础词,14,词汇预览,21,recede,recede,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2962,基础词,14,词汇预览,22,acquaint,acquaint,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2963,基础词,14,词汇预览,23,scandal,scandal,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2964,基础词,14,词汇预览,24,taboo,taboo,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2965,基础词,14,词汇预览,25,☐ tape,tape,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2966,基础词,14,词汇预览,26,eash,eash,entry_not_found;double_column_ocr_review_needed
2967,基础词,14,词汇预览,27,☐ editorial,editorial,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2968,基础词,14,词汇预览,28,receipt,receipt,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2969,基础词,14,词汇预览,29,☐ acquaintance,acquaintance,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2970,基础词,14,词汇预览,30,scar,scar,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2971,基础词,14,词汇预览,31,☐ tackle,tackle,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2972,基础词,14,词汇预览,32,☐ tariff,tariff,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2973,基础词,14,词汇预览,33,cashier,cashier,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2974,基础词,14,词汇预览,34,fake,fake,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2975,基础词,14,词汇预览,35,reception,reception,double_column_ocr_review_needed
2976,基础词,14,词汇预览,36,across,across,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2977,基础词,14,词汇预览,37,scarce,scarce,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2978,基础词,14,词汇预览,38,☐ tactic,tactic,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2979,基础词,14,词汇预览,39,☐ tax,tax,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2980,基础词,14,词汇预览,40,catalog(ue),catalog(ue),entry_not_found;double_column_ocr_review_needed
2981,基础词,14,词汇预览,41,false,false,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2982,基础词,14,词汇预览,42,recession,recession,double_column_ocr_review_needed
2983,基础词,14,词汇预览,43,satisfaction,satisfaction,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2984,基础词,14,词汇预览,44,scarcely,scarcely,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2985,基础词,14,词汇预览,45,☐ tag,tag,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2986,基础词,14,词汇预览,46,undergraduate,undergraduate,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2987,基础词,14,词汇预览,47,☐ catastrophe,catastrophe,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2988,基础词,14,词汇预览,48,fame,fame,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2989,基础词,14,词汇预览,49,recipe,recipe,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2990,基础词,14,词汇预览,50,☐ satisfactory,satisfactory,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2991,基础词,14,词汇预览,51,scare,scare,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2992,基础词,14,词汇预览,52,☐ tailor,tailor,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2993,基础词,14,词汇预览,53,☐ underground,underground,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2994,基础词,14,词汇预览,54,dead,dead,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2995,基础词,14,词汇预览,55,☐ familiar,familiar,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2996,基础词,14,词汇预览,56,☐ recipient,recipient,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2997,基础词,14,词汇预览,57,satisfy,satisfy,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2998,基础词,14,词汇预览,58,scarf,scarf,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
2999,基础词,14,词汇预览,59,☐ tale,tale,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3000,基础词,14,词汇预览,60,☐ undermine,undermine,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3001,基础词,14,词汇预览,61,☐ deadline,deadline,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3002,基础词,14,词汇预览,62,☐ family,family,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3003,基础词,14,词汇预览,63,reciprocal,reciprocal,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3004,基础词,14,词汇预览,64,☐ satire,satire,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3005,基础词,14,词汇预览,65,☐ scatter,scatter,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3006,基础词,14,词汇预览,66,☐ tame,tame,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3007,基础词,14,词汇预览,67,underneath,underneath,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3008,基础词,14,词汇预览,68,☐ deadly,deadly,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3009,基础词,14,词汇预览,69,☐ famine,famine,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3010,基础词,14,词汇预览,70,recite,recite,double_column_ocr_review_needed
3011,基础词,14,词汇预览,71,☐ saturate,saturate,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3012,基础词,14,词汇预览,72,scenario,scenario,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3013,基础词,14,词汇预览,73,☐tan,tan,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3014,基础词,14,词汇预览,74,van,van,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3015,基础词,14,词汇预览,75,deaf,deaf,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3016,基础词,14,词汇预览,76,fantastic(al),fantastic(al),double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3017,基础词,14,词汇预览,77,sauce,sauce,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3018,基础词,14,词汇预览,78,scent,scent,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3019,基础词,14,词汇预览,79,tangible,tangible,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3020,基础词,14,词汇预览,80,☐ vanity,vanity,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3021,基础词,14,词汇预览,81,☐dean,dean,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3022,基础词,14,词汇预览,82,☐ fantasy,fantasy,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3023,基础词,14,词汇预览,83,saucer,saucer,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3024,基础词,14,词汇预览,84,scholar,scholar,double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3025,基础词,14,词汇预览,85,☐ tangle,tangle,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
3026,基础词,14,词汇预览,86,☐ vapo(u) r,vapo(u)r,marked_in_preview;double_column_ocr_review_needed;possible_mixed_neighbor_meanings
